git_user,agent_name,benchmark,benchmark_version,date,study_id,avg_reward,std_err,n_err,n_completed,comment,os,python_version,playwright_version,agentlab_version,agentlab_git_hash,agentlab__local_modifications,browsergym_version,browsergym_git_hash,browsergym__local_modifications
  M: src/agentlab/llm/llm_configs.py",0.13.3,1d2d7160e5b7ec9954ecb48988f71eb56288dd29,"
Leo Boisvert,GenericAgent-anthropic_claude-3.7-sonnet,workarena_l1,0.4.1,2025-02-25_02-32-09,d4f900c2-1de1-4e4b-a3ab-495ff2675fff,0.515,0.028,0,330/330,None,Linux (#68-Ubuntu SMP Mon Oct 7 14:34:20 UTC 2024),3.12.3,1.44.0,v0.4.0,c9d2ef9648435ef1119950ecb1a0734497ccc33b,,0.13.3,1d2d7160e5b7ec9954ecb48988f71eb56288dd29,
agentlabtraces,GenericAgent-meta-llama_llama-4-maverick,workarena_l1,0.4.1,2025-04-14_17-15-56,a6dc4022-2bb7-4b46-8b37-f62c010defc1,0.27,0.024,0,330/330,None,Linux (#135-Ubuntu SMP Fri Sep 27 13:53:58 UTC 2024),3.12.7,1.39.0,v0.4.0,5eb2ecb5e5b293170230bcbed8b17fe192af214a,,0.13.3,70dac253628c476aff1af6a975f27f8563453ad2,
agentlabtraces,GenericAgent-meta-llama_llama-4-maverick,workarena_l2_agent_curriculum_eval,0.4.1,2025-04-22_15-38-44,d62fed39-caac-4ef3-92ac-b29897c69f88,0.085,0.018,1,235/235,None,Linux (#68-Ubuntu SMP Mon Oct 7 14:34:20 UTC 2024),3.12.7,1.39.0,v0.4.0,43bafbcfbe398fca39e4ffdc57b2f226d2c6d3e1,,0.13.3,70dac253628c476aff1af6a975f27f8563453ad2,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_16-03-39,2ead5cdf-0d20-4f04-a130-621202d9b28d,0.0,0.0,5,5/5,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_16-09-05,485ee2f9-612c-4952-b6c7-af644b9eaf08,0.0,0.0,5,5/5,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_19-19-25,41f8bf98-5f51-488d-8714-1a218ce2309e,0.0,0.0,6,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.13.3,None,
ServiceNow,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-07-22_19-29-53,404b24db-6499-4bc7-849c-1809b2376f29,0.0,0.0,6,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.13.3,None,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_19-36-37,dc011f4d-386b-49ba-9529-7c42096f69a4,0.167,0.152,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_20-30-22,92f53eda-413e-4602-b38f-c0042b03dd79,0.5,0.204,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_21-00-42,e268d5a0-a483-4fe8-9f5d-edd7b587633e,0.167,0.152,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_21-23-55,cdec049b-3e47-4221-a704-d34715a46d58,0.167,0.152,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-22_22-24-14,504a4fdb-a7ed-4ed6-96b7-cf4bdd2b4c73,0.333,0.192,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-27_14-05-24,d2517e81-cab5-41cc-a548-37949eeb2426,0.25,0.097,0,20/20,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-27_16-00-43,3c9bcf84-ea10-4b61-b834-804e565f6967,0.1,0.067,1,20/20,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-07-27_17-24-23,14cb8130-253e-4c27-9da6-93a7406de7fd,0.0,0.0,20,20/20,None,Linux (#78-Ubuntu SMP Tue Apr 15 21:20:02 UTC 2025),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
ServiceNow,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-07-27_22-45-22,30f6189f-e8d0-4b97-a598-c8cdb92eb810,0.25,0.097,1,20/20,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,ecfda975b02f6c3dc91894acbe6f7b61236b6074,,0.14.1,ecfda975b02f6c3dc91894acbe6f7b61236b6074,
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-07-30_10-27-05,4de46a5b-31b4-4ae5-8435-fd23fd2e59f7,0.1,0.055,16,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,fec07744459a4644c18a222862d6778a43d9172a,,0.14.1,fec07744459a4644c18a222862d6778a43d9172a,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-30_11-36-59,78f466e4-f7c3-4178-b84b-e7813a1a3c57,0.2,0.073,1,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-07-30_14-09-25,3b86d26e-d17a-4f13-ae5a-1b7ffaf63f4a,0.167,0.068,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-30_13-58-44,361be932-732d-4224-96e3-e3660e142ce5,0.267,0.081,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-07-30_14-30-04,7e531c88-9e74-4e89-9042-b8d8275a8da0,0.1,0.055,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-30_18-23-23,3319afc1-bf43-426b-9a21-cd3a67d75044,0.167,0.068,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-31_19-20-05,3319afc1-bf43-426b-9a21-cd3a67d75044,0.167,0.068,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-31_19-21-25,3319afc1-bf43-426b-9a21-cd3a67d75044,0.167,0.068,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-07-31_23-59-07,3319afc1-bf43-426b-9a21-cd3a67d75044,0.167,0.068,0,30/30,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-02_14-42-59,d58cabef-1563-4898-8426-57a0b3f66eb3,0.099,0.035,1,71/71,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-03_20-57-31,d58cabef-1563-4898-8426-57a0b3f66eb3,0.099,0.035,0,71/71,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-04_00-24-11,69120da2-6571-4152-9679-3e6ed43cb0bd,0.028,0.02,40,71/71,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-04_00-39-10,69120da2-6571-4152-9679-3e6ed43cb0bd,0.028,0.02,40,71/71,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-08-04_01-38-01,ce78ab33-4bb9-41c4-96c3-cca56fbbbda9,0.042,0.024,38,71/71,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-08-04_20-05-31,ec1bd7b2-1d3c-4434-b930-6e9818750fee,0.127,0.039,0,71/71,None,Linux (#78-Ubuntu SMP Tue Apr 15 21:20:02 UTC 2025),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-06_00-06-00,6f597c74-0e27-4d08-80c1-7cbd9c46e0df,0.091,0.043,0,44/44,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,59db2ff6c115be2cba3e5fd623dd5605381b364c,,0.14.1,59db2ff6c115be2cba3e5fd623dd5605381b364c,
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-08_17-14-35,e7d1f91a-1c87-4276-a807-0fbb6945f32d,0.2,0.179,0,5/5,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,  M: src/agentlab/agents/dynamic_prompting.py,0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,  M: src/agentlab/agents/dynamic_prompting.py
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-10_03-22-54,e58dc1c4-b356-453d-8e93-549800488d4e,0.5,0.125,0,16/16,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-10_21-01-29,e58dc1c4-b356-453d-8e93-549800488d4e,0.5,0.125,0,16/16,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-10_23-01-53,80a72cba-83f3-4623-a635-c2f2e941d80c,0.636,0.145,0,11/11,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_10-47-25,7627ec44-959a-439c-84a0-0d7ebe41d810,0.0,0.0,0,3/3,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_11-19-49,070ef01a-be5e-4f40-be22-6ae168b5ebaf,0.0,0.0,0,3/3,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_11-38-03,0d5728a4-9ca2-41f6-97d1-d001daa64a80,0.0,0.0,0,3/3,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_12-08-07,70f979d9-51a4-4c62-b72c-c0f659ced0ac,0.167,0.152,0,6/6,None,Linux (#78-Ubuntu SMP Tue Apr 15 21:20:02 UTC 2025),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_13-12-23,78e183c3-35ca-4180-9219-1b2a9b5cd051,0.167,0.152,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_13-47-40,8fe97606-a194-448e-9384-bd26ed46ed4c,0.167,0.152,0,6/6,None,Linux (#78-Ubuntu SMP Tue Apr 15 21:20:02 UTC 2025),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_14-04-09,e7bbb31a-7140-488a-a6f6-3419cf9ab4c4,0.333,0.192,0,6/6,None,Linux (#78-Ubuntu SMP Tue Apr 15 21:20:02 UTC 2025),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_14-24-08,281313f1-580a-427c-add1-2e1a810664eb,0.167,0.152,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-gpt-4o-mini-2024-07-18,websynth,bypassed,2025-08-11_14-37-39,0ae3946f-b30f-4148-a937-7df54e558402,0.167,0.152,0,6/6,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json",0.14.1,cc32bbf030d2cbad585565141746a4c1fcce4c13,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
  ??: src/agentlab/tasks/baseline2_.json
  ??: src/agentlab/tasks/level1_.json
  ??: src/agentlab/tasks/level2_.json
  ??: src/agentlab/tasks/level3.json"
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-08-22_09-46-28,afb07f7c-b021-4770-9972-d64943ca21d4,0.0,0.0,55,55/55,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,82cf7842abc90dbd13d4f959e8eb58549683f79f,  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py,0.14.1,82cf7842abc90dbd13d4f959e8eb58549683f79f,  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py
None,GenericAgent-Qwen_Qwen2.5-VL-32B-Instruct,websynth,bypassed,2025-08-22_17-44-24,b7a54742-fca1-4c70-9303-0710b926e110,0.0,0.0,55,55/55,None,Linux (#111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024),3.10.11,1.44.0,v0.4.0,82cf7842abc90dbd13d4f959e8eb58549683f79f,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py",0.14.1,82cf7842abc90dbd13d4f959e8eb58549683f79f,"  M: src/agentlab/agents/dynamic_prompting.py
  M: src/agentlab/agents/generic_agent/generic_agent_prompt.py"
